Date,Temperature,Uncertainty,State,Country
8/1/2012,13.38,0.434,Jammu And Kashmir,India
9/1/2012,10.19,0.44,Jammu And Kashmir,India
10/1/2012,4.17,0.462,Jammu And Kashmir,India
11/1/2012,-0.77,0.665,Jammu And Kashmir,India
12/1/2012,-5.38,0.585,Jammu And Kashmir,India
1/1/2013,-9.12,1.497,Jammu And Kashmir,India
2/1/2013,-5.62,1.651,Jammu And Kashmir,India
3/1/2013,0.52,1.333,Jammu And Kashmir,India
4/1/2013,4.9,0.332,Jammu And Kashmir,India
5/1/2013,9.44,0.359,Jammu And Kashmir,India
6/1/2013,13.14,0.686,Jammu And Kashmir,India
7/1/2013,14.14,0.788,Jammu And Kashmir,India
8/1/2013,13.3,0.624,Jammu And Kashmir,India
1/1/1961,17.82,0.289,Jharkhand,India
2/1/1961,18.56,0.441,Jharkhand,India
3/1/1961,26.43,0.478,Jharkhand,India
4/1/1961,30.48,0.426,Jharkhand,India
5/1/1961,32.59,0.489,Jharkhand,India
6/1/1961,29.86,0.613,Jharkhand,India
7/1/1961,27.94,0.353,Jharkhand,India
8/1/1961,27.92,0.293,Jharkhand,India
9/1/1961,27.35,0.316,Jharkhand,India
10/1/1961,25.15,0.46,Jharkhand,India
11/1/1961,20.2,0.159,Jharkhand,India
12/1/1961,15.2,0.299,Jharkhand,India
1/1/1962,15.67,0.511,Jharkhand,India
2/1/1962,20,0.5,Jharkhand,India
3/1/1962,24.92,0.454,Jharkhand,India
4/1/1962,29.69,0.269,Jharkhand,India
5/1/1962,31.68,0.534,Jharkhand,India
6/1/1962,30.46,0.869,Jharkhand,India
7/1/1962,28.79,0.49,Jharkhand,India
8/1/1962,27.61,0.284,Jharkhand,India
9/1/1962,27.49,0.304,Jharkhand,India
10/1/1962,24.59,0.443,Jharkhand,India
11/1/1962,20.97,0.378,Jharkhand,India
12/1/1962,17.67,0.379,Jharkhand,India
1/1/1963,16.01,0.369,Jharkhand,India
2/1/1963,21.16,0.382,Jharkhand,India
3/1/1963,25.17,0.292,Jharkhand,India
4/1/1963,29.1,0.317,Jharkhand,India
5/1/1963,30.5,0.355,Jharkhand,India
6/1/1963,30.07,0.267,Jharkhand,India
7/1/1963,28.02,0.37,Jharkhand,India
8/1/1963,27.97,0.441,Jharkhand,India
9/1/1963,27.66,0.342,Jharkhand,India
10/1/1963,25.78,0.29,Jharkhand,India
11/1/1963,22.13,0.448,Jharkhand,India
12/1/1963,18.1,0.233,Jharkhand,India
1/1/1964,17.36,0.493,Jharkhand,India
2/1/1964,20.32,0.9,Jharkhand,India
3/1/1964,26.6,0.27,Jharkhand,India
4/1/1964,30.12,0.331,Jharkhand,India
5/1/1964,31,0.477,Jharkhand,India
6/1/1964,30.94,0.865,Jharkhand,India
7/1/1964,27.16,0.408,Jharkhand,India
8/1/1964,27.69,0.437,Jharkhand,India
9/1/1964,27.57,0.131,Jharkhand,India
10/1/1964,26,0.391,Jharkhand,India
11/1/1964,21.17,0.32,Jharkhand,India
12/1/1964,17.91,0.267,Jharkhand,India
1/1/1965,17.84,0.328,Jharkhand,India
2/1/1965,20.27,0.238,Jharkhand,India
3/1/1965,24.16,0.283,Jharkhand,India
4/1/1965,28.79,0.705,Jharkhand,India
5/1/1965,31.85,1.17,Jharkhand,India
6/1/1965,31.86,0.648,Jharkhand,India
7/1/1965,27.96,0.367,Jharkhand,India
8/1/1965,27.64,0.403,Jharkhand,India
9/1/1965,27.34,0.204,Jharkhand,India
10/1/1965,25.64,0.466,Jharkhand,India
11/1/1965,21.82,0.471,Jharkhand,India
12/1/1965,17.19,0.328,Jharkhand,India
1/1/1966,17.12,0.471,Jharkhand,India
2/1/1966,21.64,0.36,Jharkhand,India
3/1/1966,25.69,0.377,Jharkhand,India
4/1/1966,30.97,0.221,Jharkhand,India
5/1/1966,32.75,0.536,Jharkhand,India
6/1/1966,30.98,0.671,Jharkhand,India
7/1/1966,29.01,0.504,Jharkhand,India
8/1/1966,27.93,0.492,Jharkhand,India
9/1/1966,28.01,0.541,Jharkhand,India
10/1/1966,25.71,0.433,Jharkhand,India
11/1/1966,22.76,0.539,Jharkhand,India
12/1/1966,17.51,0.467,Jharkhand,India
1/1/1967,17.45,0.602,Jharkhand,India
2/1/1967,21.42,0.361,Jharkhand,India
3/1/1967,24.25,0.417,Jharkhand,India
4/1/1967,28.56,0.261,Jharkhand,India
5/1/1967,31.92,0.489,Jharkhand,India
6/1/1967,31.61,0.513,Jharkhand,India
7/1/1967,28.53,0.395,Jharkhand,India
8/1/1967,27.52,0.241,Jharkhand,India
9/1/1967,27.4,0.296,Jharkhand,India
10/1/1967,25.2,0.33,Jharkhand,India
11/1/1967,20.89,0.364,Jharkhand,India
12/1/1967,18.97,0.345,Jharkhand,India
1/1/1968,16.99,0.344,Jharkhand,India
2/1/1968,19.41,0.494,Jharkhand,India
3/1/1968,25.16,0.297,Jharkhand,India
4/1/1968,29.35,0.394,Jharkhand,India
5/1/1968,32.19,0.7,Jharkhand,India
6/1/1968,29.28,0.291,Jharkhand,India
7/1/1968,27.9,0.279,Jharkhand,India
8/1/1968,27.6,0.2,Jharkhand,India
9/1/1968,28.33,0.212,Jharkhand,India
10/1/1968,24.92,0.368,Jharkhand,India
11/1/1968,21.13,0.222,Jharkhand,India
12/1/1968,17.35,0.614,Jharkhand,India
1/1/1969,17.05,0.673,Jharkhand,India
2/1/1969,21.2,0.243,Jharkhand,India
3/1/1969,26.94,0.297,Jharkhand,India
4/1/1969,30.69,0.613,Jharkhand,India
5/1/1969,31.13,0.275,Jharkhand,India
6/1/1969,31.03,0.478,Jharkhand,India
7/1/1969,28.19,0.392,Jharkhand,India
8/1/1969,27.37,0.447,Jharkhand,India
9/1/1969,27.31,0.264,Jharkhand,India
10/1/1969,25.81,0.438,Jharkhand,India
11/1/1969,22.53,0.58,Jharkhand,India
12/1/1969,17.64,0.387,Jharkhand,India
1/1/1970,17.87,0.444,Jharkhand,India
2/1/1970,20.25,0.322,Jharkhand,India
3/1/1970,25.54,0.413,Jharkhand,India
4/1/1970,30.55,0.543,Jharkhand,India
5/1/1970,32.32,0.73,Jharkhand,India
6/1/1970,29.5,0.327,Jharkhand,India
7/1/1970,27.99,0.198,Jharkhand,India
8/1/1970,27.96,0.356,Jharkhand,India
9/1/1970,27.22,0.348,Jharkhand,India
10/1/1970,25.61,0.259,Jharkhand,India
11/1/1970,20.72,0.381,Jharkhand,India
12/1/1970,16.81,0.394,Jharkhand,India
1/1/1971,17.08,0.493,Jharkhand,India
2/1/1971,19.42,0.476,Jharkhand,India
3/1/1971,24.35,0.241,Jharkhand,India
4/1/1971,27.82,0.487,Jharkhand,India
5/1/1971,29.33,0.459,Jharkhand,India
6/1/1971,28.36,0.739,Jharkhand,India
7/1/1971,27.03,0.183,Jharkhand,India
8/1/1971,26.48,0.147,Jharkhand,India
9/1/1971,27.28,0.299,Jharkhand,India
10/1/1971,25.34,0.329,Jharkhand,India
11/1/1971,20.51,0.467,Jharkhand,India
12/1/1971,17.24,0.261,Jharkhand,India
1/1/1972,16.89,0.633,Jharkhand,India
2/1/1972,18.4,0.329,Jharkhand,India
3/1/1972,25.81,0.413,Jharkhand,India
4/1/1972,29.65,0.575,Jharkhand,India
5/1/1972,32.75,0.951,Jharkhand,India
6/1/1972,31.93,0.4,Jharkhand,India
7/1/1972,28.73,0.33,Jharkhand,India
8/1/1972,27.52,0.361,Jharkhand,India
9/1/1972,27.13,0.297,Jharkhand,India
10/1/1972,25.12,0.433,Jharkhand,India
11/1/1972,21.39,0.586,Jharkhand,India
12/1/1972,18.27,0.443,Jharkhand,India
1/1/1973,18.35,0.476,Jharkhand,India
2/1/1973,21.63,0.199,Jharkhand,India
3/1/1973,25.32,0.682,Jharkhand,India
4/1/1973,31.43,0.632,Jharkhand,India
5/1/1973,31.73,0.462,Jharkhand,India
6/1/1973,30.51,0.255,Jharkhand,India
7/1/1973,28.13,0.571,Jharkhand,India
8/1/1973,27.59,0.267,Jharkhand,India
9/1/1973,27.02,0.225,Jharkhand,India
10/1/1973,25.1,0.311,Jharkhand,India
11/1/1973,21.03,0.393,Jharkhand,India
12/1/1973,16.78,0.214,Jharkhand,India
1/1/1974,16.8,0.718,Jharkhand,India
2/1/1974,19.93,0.499,Jharkhand,India
3/1/1974,26.09,0.266,Jharkhand,India
4/1/1974,30.63,0.254,Jharkhand,India
5/1/1974,31.73,0.384,Jharkhand,India
6/1/1974,31.16,0.53,Jharkhand,India
7/1/1974,27.35,0.172,Jharkhand,India
8/1/1974,27.72,0.278,Jharkhand,India
9/1/1974,27.37,0.278,Jharkhand,India
10/1/1974,26.48,0.175,Jharkhand,India
11/1/1974,21.65,0.319,Jharkhand,India
12/1/1974,16.63,0.344,Jharkhand,India
1/1/1975,16.55,0.302,Jharkhand,India
2/1/1975,20.33,0.296,Jharkhand,India
3/1/1975,25.69,0.43,Jharkhand,India
4/1/1975,30.7,0.512,Jharkhand,India
5/1/1975,32.87,0.463,Jharkhand,India
6/1/1975,31.11,0.487,Jharkhand,India
7/1/1975,27.35,0.303,Jharkhand,India
8/1/1975,27.49,0.525,Jharkhand,India
9/1/1975,27.29,0.527,Jharkhand,India
10/1/1975,26.7,0.241,Jharkhand,India
11/1/1975,20.2,0.133,Jharkhand,India
12/1/1975,16.69,0.349,Jharkhand,India
1/1/1976,17.05,0.163,Jharkhand,India
2/1/1976,20.79,0.372,Jharkhand,India
3/1/1976,25.9,0.404,Jharkhand,India
4/1/1976,29.56,0.511,Jharkhand,India
5/1/1976,31.23,0.607,Jharkhand,India
6/1/1976,30.66,0.536,Jharkhand,India
7/1/1976,27.94,0.33,Jharkhand,India
8/1/1976,27.2,0.236,Jharkhand,India
9/1/1976,26.97,0.558,Jharkhand,India
10/1/1976,25.85,0.659,Jharkhand,India
11/1/1976,23.48,0.24,Jharkhand,India
12/1/1976,18.13,0.333,Jharkhand,India
1/1/1977,17.18,0.502,Jharkhand,India
2/1/1977,20.55,0.493,Jharkhand,India
3/1/1977,27.21,0.629,Jharkhand,India
4/1/1977,29.28,0.195,Jharkhand,India
5/1/1977,29.62,0.424,Jharkhand,India
6/1/1977,29.62,0.377,Jharkhand,India
7/1/1977,27.52,0.401,Jharkhand,India
8/1/1977,27.6,0.178,Jharkhand,India
9/1/1977,27.34,0.175,Jharkhand,India
10/1/1977,25.46,0.208,Jharkhand,India
11/1/1977,22.86,0.121,Jharkhand,India
12/1/1977,17.79,0.218,Jharkhand,India
1/1/1978,16.26,0.234,Jharkhand,India
2/1/1978,19.49,0.421,Jharkhand,India
3/1/1978,24.02,0.28,Jharkhand,India
4/1/1978,29.56,0.468,Jharkhand,India
5/1/1978,32.37,0.418,Jharkhand,India
6/1/1978,29.77,0.444,Jharkhand,India
7/1/1978,27.65,0.591,Jharkhand,India
8/1/1978,27.46,0.284,Jharkhand,India
9/1/1978,26.68,0.476,Jharkhand,India
10/1/1978,25.13,0.383,Jharkhand,India
11/1/1978,22.55,0.209,Jharkhand,India
12/1/1978,17.32,0.261,Jharkhand,India
1/1/1979,18.2,0.27,Jharkhand,India
2/1/1979,19.2,0.352,Jharkhand,India
3/1/1979,24.99,0.332,Jharkhand,India
4/1/1979,30.18,0.764,Jharkhand,India
5/1/1979,32.8,0.639,Jharkhand,India
6/1/1979,31.54,0.225,Jharkhand,India
7/1/1979,28.4,0.233,Jharkhand,India
8/1/1979,28.03,0.416,Jharkhand,India
9/1/1979,27.89,0.332,Jharkhand,India
10/1/1979,26.48,0.272,Jharkhand,India
11/1/1979,24.19,0.255,Jharkhand,India
12/1/1979,18.24,0.262,Jharkhand,India
1/1/1980,17.93,0.303,Jharkhand,India
2/1/1980,21.37,0.557,Jharkhand,India
3/1/1980,26.04,0.48,Jharkhand,India
4/1/1980,31.45,0.607,Jharkhand,India
5/1/1980,32.37,1.014,Jharkhand,India
6/1/1980,29.13,0.746,Jharkhand,India
7/1/1980,27.76,0.283,Jharkhand,India
8/1/1980,27.68,0.412,Jharkhand,India
9/1/1980,27.68,0.189,Jharkhand,India
10/1/1980,25.73,0.301,Jharkhand,India
11/1/1980,21.83,0.592,Jharkhand,India
12/1/1980,18.16,0.228,Jharkhand,India
1/1/1981,17.02,0.219,Jharkhand,India
2/1/1981,20.86,0.398,Jharkhand,India
3/1/1981,24.87,0.283,Jharkhand,India
4/1/1981,28.89,0.577,Jharkhand,India
5/1/1981,30.27,0.462,Jharkhand,India
6/1/1981,30.55,0.242,Jharkhand,India
7/1/1981,27.51,0.357,Jharkhand,India
8/1/1981,27.82,0.26,Jharkhand,India
9/1/1981,27.42,0.245,Jharkhand,India
10/1/1981,25.46,0.519,Jharkhand,India
11/1/1981,21.02,0.241,Jharkhand,India
12/1/1981,17.31,0.141,Jharkhand,India
1/1/1982,18.65,0.15,Jharkhand,India
2/1/1982,20.15,0.252,Jharkhand,India
3/1/1982,24.07,0.205,Jharkhand,India
4/1/1982,29.47,0.899,Jharkhand,India
5/1/1982,31.8,0.568,Jharkhand,India
6/1/1982,30.13,0.352,Jharkhand,India
7/1/1982,29.33,0.495,Jharkhand,India
8/1/1982,27.38,0.208,Jharkhand,India
9/1/1982,27.87,0.334,Jharkhand,India
10/1/1982,25.73,0.274,Jharkhand,India
11/1/1982,21.69,0.325,Jharkhand,India
12/1/1982,18.1,0.446,Jharkhand,India
1/1/1983,16.6,0.202,Jharkhand,India
2/1/1983,19.67,0.541,Jharkhand,India
3/1/1983,25.68,0.446,Jharkhand,India
4/1/1983,28.79,0.458,Jharkhand,India
5/1/1983,30.9,0.635,Jharkhand,India
6/1/1983,31.65,0.531,Jharkhand,India
7/1/1983,28.56,0.454,Jharkhand,India
8/1/1983,28.01,0.291,Jharkhand,India
9/1/1983,27.64,0.252,Jharkhand,India
10/1/1983,25.06,0.362,Jharkhand,India
11/1/1983,20.97,0.238,Jharkhand,India
12/1/1983,17.38,0.261,Jharkhand,India
1/1/1984,17.21,0.505,Jharkhand,India
2/1/1984,19.3,0.329,Jharkhand,India
3/1/1984,26.09,0.317,Jharkhand,India
4/1/1984,30.56,0.267,Jharkhand,India
5/1/1984,32.82,0.941,Jharkhand,India
6/1/1984,29.1,0.874,Jharkhand,India
7/1/1984,27.56,0.294,Jharkhand,India
8/1/1984,27.26,0.518,Jharkhand,India
9/1/1984,26.96,0.261,Jharkhand,India
10/1/1984,25.88,0.16,Jharkhand,India
11/1/1984,20.59,0.407,Jharkhand,India
12/1/1984,18.05,0.691,Jharkhand,India
1/1/1985,18.25,0.299,Jharkhand,India
2/1/1985,20.25,0.311,Jharkhand,India
3/1/1985,27.34,0.508,Jharkhand,India
4/1/1985,30.9,0.31,Jharkhand,India
5/1/1985,31.7,0.307,Jharkhand,India
6/1/1985,30.87,0.359,Jharkhand,India
7/1/1985,27.21,0.262,Jharkhand,India
8/1/1985,27.65,0.482,Jharkhand,India
9/1/1985,27.26,0.494,Jharkhand,India
10/1/1985,24.9,0.377,Jharkhand,India
11/1/1985,21.34,0.307,Jharkhand,India
12/1/1985,18.74,0.373,Jharkhand,India
1/1/1986,17.37,0.348,Jharkhand,India
2/1/1986,20.38,0.212,Jharkhand,India
3/1/1986,25.77,0.408,Jharkhand,India
4/1/1986,29.7,0.193,Jharkhand,India
5/1/1986,30.38,0.539,Jharkhand,India
6/1/1986,30.91,0.565,Jharkhand,India
7/1/1986,27.73,0.379,Jharkhand,India
8/1/1986,27.81,0.639,Jharkhand,India
9/1/1986,27.56,0.338,Jharkhand,India
10/1/1986,24.88,0.437,Jharkhand,India
11/1/1986,22.22,0.403,Jharkhand,India
12/1/1986,18.3,0.442,Jharkhand,India
1/1/1987,17.19,0.383,Jharkhand,India
2/1/1987,21.29,0.608,Jharkhand,India
3/1/1987,25.79,0.442,Jharkhand,India
4/1/1987,29.83,0.327,Jharkhand,India
5/1/1987,31.77,0.686,Jharkhand,India
6/1/1987,32.03,0.488,Jharkhand,India
7/1/1987,28.14,0.255,Jharkhand,India
8/1/1987,28.04,0.377,Jharkhand,India
9/1/1987,27.93,0.387,Jharkhand,India
10/1/1987,26.02,0.545,Jharkhand,India
11/1/1987,21.88,0.508,Jharkhand,India
12/1/1987,18.08,0.392,Jharkhand,India
1/1/1988,18.18,0.577,Jharkhand,India
2/1/1988,21.16,0.545,Jharkhand,India
3/1/1988,25.7,0.393,Jharkhand,India
4/1/1988,30.26,0.366,Jharkhand,India
5/1/1988,32.47,0.423,Jharkhand,India
6/1/1988,29.79,0.412,Jharkhand,India
7/1/1988,28.16,0.212,Jharkhand,India
8/1/1988,28.17,0.213,Jharkhand,India
9/1/1988,28.52,0.304,Jharkhand,India
10/1/1988,25.87,0.445,Jharkhand,India
11/1/1988,21.83,0.487,Jharkhand,India
12/1/1988,18.93,0.445,Jharkhand,India
1/1/1989,16.59,0.358,Jharkhand,India
2/1/1989,20.53,0.533,Jharkhand,India
3/1/1989,25.51,0.436,Jharkhand,India
4/1/1989,30.51,0.585,Jharkhand,India
5/1/1989,32.29,0.314,Jharkhand,India
6/1/1989,29.62,0.262,Jharkhand,India
7/1/1989,28.05,0.287,Jharkhand,India
8/1/1989,27.88,0.269,Jharkhand,India
9/1/1989,27.7,0.277,Jharkhand,India
10/1/1989,26.03,0.374,Jharkhand,India
11/1/1989,21.57,0.321,Jharkhand,India
12/1/1989,17.25,0.312,Jharkhand,India
1/1/1990,18.4,0.446,Jharkhand,India
2/1/1990,20.94,0.183,Jharkhand,India
3/1/1990,24.02,0.284,Jharkhand,India
4/1/1990,29.35,0.145,Jharkhand,India
5/1/1990,30.45,0.399,Jharkhand,India
6/1/1990,30.3,0.34,Jharkhand,India
7/1/1990,27.33,0.414,Jharkhand,India
8/1/1990,28.15,0.294,Jharkhand,India
9/1/1990,27.8,0.25,Jharkhand,India
10/1/1990,24.6,0.289,Jharkhand,India
11/1/1990,22.29,0.404,Jharkhand,India
12/1/1990,18.15,0.311,Jharkhand,India
1/1/1991,16.8,0.326,Jharkhand,India
2/1/1991,22.03,0.251,Jharkhand,India
3/1/1991,25.88,0.686,Jharkhand,India
4/1/1991,29.72,0.411,Jharkhand,India
5/1/1991,32.41,0.591,Jharkhand,India
6/1/1991,29.9,0.342,Jharkhand,India
7/1/1991,28.61,0.25,Jharkhand,India
8/1/1991,27.67,0.312,Jharkhand,India
9/1/1991,27.68,0.247,Jharkhand,India
10/1/1991,25.51,0.214,Jharkhand,India
11/1/1991,20.88,0.448,Jharkhand,India
12/1/1991,17.37,0.263,Jharkhand,India
1/1/1992,16.8,0.255,Jharkhand,India
2/1/1992,19.39,0.29,Jharkhand,India
3/1/1992,26.37,0.266,Jharkhand,India
4/1/1992,30.54,0.217,Jharkhand,India
5/1/1992,31.02,0.332,Jharkhand,India
6/1/1992,30.91,0.522,Jharkhand,India
7/1/1992,28.26,0.404,Jharkhand,India
8/1/1992,27.78,0.203,Jharkhand,India
9/1/1992,27.73,0.269,Jharkhand,India
10/1/1992,25.75,0.287,Jharkhand,India
11/1/1992,21.85,0.454,Jharkhand,India
12/1/1992,17.57,0.393,Jharkhand,India
1/1/1993,17.49,0.66,Jharkhand,India
2/1/1993,21.51,0.321,Jharkhand,India
3/1/1993,24.85,0.42,Jharkhand,India
4/1/1993,29,0.333,Jharkhand,India
5/1/1993,31.81,0.385,Jharkhand,India
6/1/1993,30.31,0.509,Jharkhand,India
7/1/1993,28.76,0.188,Jharkhand,India
8/1/1993,27.82,0.228,Jharkhand,India
9/1/1993,27.12,0.171,Jharkhand,India
10/1/1993,26.22,0.261,Jharkhand,India
11/1/1993,21.91,0.296,Jharkhand,India
12/1/1993,17.77,0.271,Jharkhand,India
1/1/1994,18.3,0.302,Jharkhand,India
2/1/1994,20.08,0.449,Jharkhand,India
3/1/1994,26.56,0.534,Jharkhand,India
4/1/1994,29.33,0.352,Jharkhand,India
5/1/1994,32.63,0.282,Jharkhand,India
6/1/1994,30.11,0.201,Jharkhand,India
7/1/1994,27.89,0.351,Jharkhand,India
8/1/1994,27.68,0.37,Jharkhand,India
9/1/1994,27.61,0.31,Jharkhand,India
10/1/1994,25.85,0.308,Jharkhand,India
11/1/1994,21.61,0.433,Jharkhand,India
12/1/1994,17.63,0.397,Jharkhand,India
1/1/1995,16.21,0.306,Jharkhand,India
2/1/1995,20.35,0.415,Jharkhand,India
3/1/1995,24.93,0.495,Jharkhand,India
4/1/1995,30.3,0.333,Jharkhand,India
5/1/1995,32.57,0.251,Jharkhand,India
6/1/1995,31.58,0.378,Jharkhand,India
7/1/1995,28.19,0.248,Jharkhand,India
8/1/1995,27.92,0.313,Jharkhand,India
9/1/1995,27.55,0.247,Jharkhand,India
10/1/1995,25.96,0.35,Jharkhand,India
11/1/1995,21.38,0.261,Jharkhand,India
12/1/1995,18.2,0.34,Jharkhand,India
1/1/1996,17.84,0.458,Jharkhand,India
2/1/1996,20.42,0.426,Jharkhand,India
3/1/1996,26.55,0.332,Jharkhand,India
4/1/1996,30.14,0.319,Jharkhand,India
5/1/1996,33.2,0.366,Jharkhand,India
6/1/1996,29.88,0.328,Jharkhand,India
7/1/1996,28.45,0.257,Jharkhand,India
8/1/1996,27.4,0.318,Jharkhand,India
9/1/1996,28.23,0.168,Jharkhand,India
10/1/1996,25.4,0.125,Jharkhand,India
11/1/1996,21.53,0.356,Jharkhand,India
12/1/1996,17.25,0.411,Jharkhand,India
1/1/1997,16.65,0.26,Jharkhand,India
2/1/1997,19.81,0.199,Jharkhand,India
3/1/1997,26.05,0.417,Jharkhand,India
4/1/1997,27.73,0.69,Jharkhand,India
5/1/1997,31.77,0.559,Jharkhand,India
6/1/1997,31.37,0.481,Jharkhand,India
7/1/1997,27.98,0.203,Jharkhand,India
8/1/1997,27.83,0.207,Jharkhand,India
9/1/1997,27.54,0.262,Jharkhand,India
10/1/1997,25.15,0.374,Jharkhand,India
11/1/1997,22.77,0.431,Jharkhand,India
12/1/1997,17.92,0.425,Jharkhand,India
1/1/1998,16.7,0.3,Jharkhand,India
2/1/1998,20.82,0.194,Jharkhand,India
3/1/1998,23.48,0.494,Jharkhand,India
4/1/1998,29.25,0.459,Jharkhand,India
5/1/1998,32.28,0.663,Jharkhand,India
6/1/1998,32.12,0.483,Jharkhand,India
7/1/1998,28.54,0.138,Jharkhand,India
8/1/1998,28.3,0.229,Jharkhand,India
9/1/1998,27.86,0.262,Jharkhand,India
10/1/1998,26.91,0.324,Jharkhand,India
11/1/1998,23,0.238,Jharkhand,India
12/1/1998,18.02,0.352,Jharkhand,India
1/1/1999,16.83,0.355,Jharkhand,India
2/1/1999,22.09,0.242,Jharkhand,India
3/1/1999,27.32,0.391,Jharkhand,India
4/1/1999,31.84,0.364,Jharkhand,India
5/1/1999,31.35,0.342,Jharkhand,India
6/1/1999,29.73,0.529,Jharkhand,India
7/1/1999,28,0.267,Jharkhand,India
8/1/1999,27.63,0.206,Jharkhand,India
9/1/1999,27.2,0.324,Jharkhand,India
10/1/1999,25.9,0.351,Jharkhand,India
11/1/1999,22.02,0.396,Jharkhand,India
12/1/1999,18.57,0.354,Jharkhand,India
1/1/2000,17.59,0.256,Jharkhand,India
2/1/2000,19.42,0.408,Jharkhand,India
3/1/2000,25.31,0.367,Jharkhand,India
4/1/2000,30.52,0.166,Jharkhand,India
5/1/2000,31.34,0.234,Jharkhand,India
6/1/2000,29.46,0.274,Jharkhand,India
7/1/2000,28.29,0.339,Jharkhand,India
8/1/2000,28.3,0.259,Jharkhand,India
9/1/2000,27.33,0.225,Jharkhand,India
10/1/2000,26.58,0.224,Jharkhand,India
11/1/2000,22.77,0.322,Jharkhand,India
12/1/2000,17.77,0.261,Jharkhand,India
1/1/2001,16.95,0.173,Jharkhand,India
2/1/2001,21.32,0.305,Jharkhand,India
3/1/2001,25.35,0.354,Jharkhand,India
4/1/2001,29.81,0.281,Jharkhand,India
5/1/2001,31.51,0.119,Jharkhand,India
6/1/2001,28.62,0.245,Jharkhand,India
7/1/2001,27.78,0.226,Jharkhand,India
8/1/2001,28.44,0.208,Jharkhand,India
9/1/2001,28.32,0.262,Jharkhand,India
10/1/2001,26.41,0.514,Jharkhand,India
11/1/2001,23.23,0.831,Jharkhand,India
12/1/2001,18.17,0.518,Jharkhand,India
1/1/2002,17.85,0.283,Jharkhand,India
2/1/2002,21.13,0.419,Jharkhand,India
3/1/2002,26.09,0.484,Jharkhand,India
4/1/2002,30.27,0.383,Jharkhand,India
5/1/2002,32.08,0.479,Jharkhand,India
6/1/2002,30.7,0.358,Jharkhand,India
7/1/2002,29.47,0.186,Jharkhand,India
8/1/2002,27.74,0.243,Jharkhand,India
9/1/2002,27.38,0.241,Jharkhand,India
10/1/2002,25.8,0.449,Jharkhand,India
11/1/2002,21.76,0.498,Jharkhand,India
12/1/2002,18.7,0.327,Jharkhand,India
1/1/2003,16.31,0.607,Jharkhand,India
2/1/2003,21.25,0.338,Jharkhand,India
3/1/2003,24.97,0.417,Jharkhand,India
4/1/2003,30.72,0.649,Jharkhand,India
5/1/2003,32.53,0.177,Jharkhand,India
6/1/2003,31.11,0.458,Jharkhand,India
7/1/2003,28.54,0.358,Jharkhand,India
8/1/2003,28.2,0.218,Jharkhand,India
9/1/2003,27.59,0.32,Jharkhand,India
10/1/2003,25.51,0.356,Jharkhand,India
11/1/2003,21.79,0.239,Jharkhand,India
12/1/2003,17.86,0.259,Jharkhand,India
1/1/2004,16.66,0.249,Jharkhand,India
2/1/2004,20.42,0.178,Jharkhand,India
3/1/2004,27.32,0.312,Jharkhand,India
4/1/2004,29.93,0.61,Jharkhand,India
5/1/2004,32.6,0.289,Jharkhand,India
6/1/2004,29.93,0.402,Jharkhand,India
7/1/2004,28.13,0.4,Jharkhand,India
8/1/2004,27.9,0.293,Jharkhand,India
9/1/2004,27.9,0.192,Jharkhand,India
10/1/2004,24.91,0.311,Jharkhand,India
11/1/2004,21.1,0.506,Jharkhand,India
12/1/2004,18.41,0.156,Jharkhand,India
1/1/2005,17.81,0.275,Jharkhand,India
2/1/2005,21.77,0.269,Jharkhand,India
3/1/2005,26.67,0.342,Jharkhand,India
4/1/2005,30.05,0.336,Jharkhand,India
5/1/2005,32.3,0.323,Jharkhand,India
6/1/2005,32.59,0.384,Jharkhand,India
7/1/2005,27.99,0.32,Jharkhand,India
8/1/2005,28.32,0.29,Jharkhand,India
9/1/2005,27.94,0.152,Jharkhand,India
10/1/2005,25.57,0.32,Jharkhand,India
11/1/2005,20.79,0.188,Jharkhand,India
12/1/2005,17.62,0.229,Jharkhand,India
1/1/2006,17.94,0.387,Jharkhand,India
2/1/2006,23.25,0.399,Jharkhand,India
3/1/2006,25.7,0.485,Jharkhand,India
4/1/2006,30.32,0.608,Jharkhand,India
5/1/2006,31.11,0.4,Jharkhand,India
6/1/2006,30.16,0.465,Jharkhand,India
7/1/2006,28.16,0.323,Jharkhand,India
8/1/2006,27.75,0.375,Jharkhand,India
9/1/2006,27.72,0.228,Jharkhand,India
10/1/2006,26.25,0.252,Jharkhand,India
11/1/2006,22.23,0.31,Jharkhand,India
12/1/2006,18.83,0.486,Jharkhand,India
1/1/2007,17.67,0.289,Jharkhand,India
2/1/2007,20.52,0.59,Jharkhand,India
3/1/2007,24.69,0.215,Jharkhand,India
4/1/2007,30.21,0.293,Jharkhand,India
5/1/2007,31.7,0.337,Jharkhand,India
6/1/2007,30.58,0.299,Jharkhand,India
7/1/2007,28.05,0.274,Jharkhand,India
8/1/2007,28.2,0.23,Jharkhand,India
9/1/2007,27.59,0.298,Jharkhand,India
10/1/2007,25.54,0.345,Jharkhand,India
11/1/2007,22,0.226,Jharkhand,India
12/1/2007,17.88,0.269,Jharkhand,India
1/1/2008,17.73,0.161,Jharkhand,India
2/1/2008,19.02,0.183,Jharkhand,India
3/1/2008,26.26,0.24,Jharkhand,India
