AREA,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
Karnataka,1996,0.5,0.08,0.88,32.18,36.4,294.56,338.72,264.62,212.98,166.74,12.86,19.6
Karnataka,1997,3.82,0.04,19.38,23.74,29.74,320.48,508.62,443.96,97.54,117.58,97.32,38.8
Karnataka,1998,0.0,0.0,1.84,16.4,46.28,298.64,385.92,271.14,274.12,182.84,43.68,6.98
Karnataka,1999,0.04,3.28,0.92,19.86,155.18,259.9,473.22,195.0,119.5,237.56,14.2,1.5
Karnataka,2000,3.7,7.34,0.34,27.04,86.6,303.36,314.16,334.42,183.0,163.46,9.26,5.52
Karnataka,2001,1.16,0.52,0.8,59.36,48.86,261.24,277.5,235.2,181.16,138.02,26.72,1.52
Karnataka,2002,2.44,9.96,1.14,20.3,79.92,248.94,168.06,255.58,83.54,189.92,13.02,0.3
Karnataka,2003,0.18,3.0,15.8,31.98,7.28,268.8,296.88,229.98,93.68,150.54,8.42,2.32
Karnataka,2004,4.68,6.2,8.46,41.78,175.44,282.24,264.98,296.46,131.72,86.18,21.74,4.24
Karnataka,2005,5.3,1.92,3.48,65.9,52.68,259.28,456.62,281.0,213.32,173.38,29.44,2.62
Karnataka,2006,0.28,0.04,21.82,15.9,153.58,285.58,356.4,275.92,180.34,84.52,65.04,0.44
Karnataka,2007,4.72,2.84,3.56,34.76,58.46,363.28,354.64,351.64,287.66,107.76,20.18,9.68
Karnataka,2008,0.48,14.92,119.52,25.76,51.06,258.7,251.16,344.26,194.22,86.8,28.7,6.9
Karnataka,2009,0.24,0.04,21.92,22.02,85.9,175.5,539.62,212.66,291.54,164.2,65.68,21.8
Karnataka,2010,9.88,1.76,3.14,47.08,69.8,232.22,411.48,301.74,201.64,143.62,148.46,3.68
Karnataka,2011,2.0,8.6,9.58,61.78,61.98,315.04,357.38,312.86,181.12,123.04,41.26,4.04
Karnataka,2012,13.24,6.96,4.42,69.16,30.62,186.9,254.6,342.32,148.32,82.22,65.24,4.36
Karnataka,2013,1.16,10.4,9.68,29.7,77.28,340.84,490.3,226.28,232.94,134.9,23.02,3.0
Karnataka,2014,0.16,3.46,19.14,37.34,125.78,164.28,394.44,408.12,176.58,138.56,26.08,19.28
Karnataka,2015,1.92,0.28,27.22,66.96,98.3,270.38,246.38,201.04,178.18,108.62,82.36,5.3
Karnataka,2016,1.66,0.32,3.76,8.68,75.66,316.22,296.26,156.62,132.3,35.72,7.76,13.94
Karnataka,2017,2.22,0.0,11.5,19.5,100.08,261.84,245.1,239.92,246.06,167.62,11.36,4.88
